page,line_id,caption_index,text_raw,text_norm,x,y,w,h,x_center,site,number,side,part,variant,normalized_code
42,11,0,M-7 a |,M-7 a |,751,3227,1508,52,1397,M,7,a,,,M-7 a
43,13,0,M-8 A,M-8 A,606,1721,102,27,657,M,8,A,,,M-8 A
43,33,0,M-8 a,M-8 a,635,3246,93,27,681,M,8,a,,,M-8 a
44,9,0,M-9 A,M-9 A,656,1450,105,62,708,M,9,A,,,M-9 A
44,13,0,M-9 a M-9 D,M-9 a M-9 D,656,2859,1315,47,1014,M,9,a,,,M-9 a
44,13,1,M-9 a M-9 D,M-9 a M-9 D,656,2859,1315,47,1672,M,9,D,,,M-9 D
45,9,0,M-10 B a : > [ \ “,M-10 B a : > [ \ “,353,1092,1800,189,703,M,10,B,,,M-10 B
45,21,0,M-10 D M-10 a |,M-10 D M-10 a |,353,2835,1946,48,807,M,10,D,,,M-10 D
45,21,1,M-10 D M-10 a |,M-10 D M-10 a |,353,2835,1946,48,1715,M,10,a,,,M-10 a
46,16,0,M-12 A M-12 a,M-12 A M-12 a,521,3239,1276,47,864,M,12,A,,,M-12 A
46,16,1,M-12 A M-12 a,M-12 A M-12 a,521,3239,1276,47,1502,M,12,a,,,M-12 a
47,2,0,~ : v A c— 2 Sy,~ : v A c- 2 Sy,236,686,1952,42,1667,C,2,S,,,C-2 S
47,5,0,M 13-A M-13 a,M-13 A M-13 a,528,1203,1326,35,885,M,13,A,,,M-13 A
47,5,1,M 13-A M-13 a,M-13 A M-13 a,528,1203,1326,35,1548,M,13,a,,,M-13 a
47,12,0,M-ISA M-15 a,M-ISA M-15 a,510,3236,1370,40,1537,M,15,a,,,M-15 a
48,7,0,M-I7 A M-17 a,M-I7 A M-17 a,487,2239,1333,42,1512,M,17,a,,,M-17 a
49,9,0,M 19-A M-19 a |,M-19 A M-19 a |,527,1200,1762,93,938,M,19,A,,,M-19 A
49,9,1,M 19-A M-19 a |,M-19 A M-19 a |,527,1200,1762,93,1760,M,19,a,,,M-19 a
49,15,0,M-20 A M-20 a,M-20 A M-20 a,488,2224,1386,31,861,M,20,A,,,M-20 A
49,15,1,M-20 A M-20 a,M-20 A M-20 a,488,2224,1386,31,1554,M,20,a,,,M-20 a
49,20,0,M-21A M-21 a,M-21A M-21 a,496,3243,1375,35,839,M,21,A,,,M-21 A
49,20,1,M-21A M-21 a,M-21A M-21 a,496,3243,1375,35,1527,M,21,a,,,M-21 a
50,6,0,M-22 A M-22 #,M-22 A M-22 #,510,1204,1304,30,861,M,22,A,,,M-22 A
50,6,1,M-22 A M-22 #,M-22 A M-22 #,510,1204,1304,30,1462,M,22,,,,M-22
50,11,0,"M-23 A "" M-23 a . .","M-23 A "" M-23 a . .",510,2221,1654,82,814,M,23,A,,,M-23 A
50,11,1,"M-23 A "" M-23 a . .","M-23 A "" M-23 a . .",510,2221,1654,82,1598,M,23,a,,,M-23 a
50,19,0,M-24 A M-24 a |,M-24 A M-24 a |,487,3214,1772,59,900,M,24,A,,,M-24 A
50,19,1,M-24 A M-24 a |,M-24 A M-24 a |,487,3214,1772,59,1727,M,24,a,,,M-24 a
51,5,0,“a7 M-25 A bis,“a7 M-25 A bis,308,1034,1611,59,1343,M,25,A,,bis,M-25 A bis
51,6,0,M-25 A,M-25 A,508,1131,125,44,570,M,25,A,,,M-25 A
51,9,0,M-25 a,M-25 a,1129,2086,113,41,1185,M,25,a,,,M-25 a
51,17,0,M-26 A M-26 a,M-26 A M-26 a,504,3238,1354,36,868,M,26,A,,,M-26 A
51,17,1,M-26 A M-26 a,M-26 A M-26 a,504,3238,1354,36,1545,M,26,a,,,M-26 a
52,2,0,Oe ({) () ADs f-4 WA 4 LY yy? |,Oe ({) () ADs f-4 WA 4 LY yy? |,171,312,2133,223,1306,F,4,W,,,F-4 W
52,5,0,M-27 A M-27 a |,M-27 A M-27 a |,547,1101,1769,120,959,M,27,A,,,M-27 A
52,5,1,M-27 A M-27 a |,M-27 A M-27 a |,547,1101,1769,120,1785,M,27,a,,,M-27 a
52,7,0,mee M-28 a,mee M-28 a,555,2158,1357,35,1504,M,28,a,,,M-28 a
53,4,0,M-30 us,M-30 us,1682,1299,113,40,1730,M,30,u,,,M-30 u
53,5,0,M-30.4,M-30.4,568,1337,123,28,609,M,30,,,,M-30
53,9,0,M-31 A M-31 a,M-31 A M-31 a,575,2294,1184,30,893,M,31,A,,,M-31 A
53,9,1,M-31 A M-31 a,M-31 A M-31 a,575,2294,1184,30,1485,M,31,a,,,M-31 a
53,12,0,M-32 A M-32 a,M-32 A M-32 a,560,3241,1229,39,890,M,32,A,,,M-32 A
53,12,1,M-32 A M-32 a,M-32 A M-32 a,560,3241,1229,39,1505,M,32,a,,,M-32 a
54,6,0,M-33 A ssa,M-33 A ssa,460,1109,1124,45,853,M,33,A,,,M-33 A
54,11,0,M-34.A M-34 a,M-34.A M-34 a,447,2222,1139,39,622,M,34,,,,M-34
54,11,1,M-34.A M-34 a,M-34.A M-34 a,447,2222,1139,39,1323,M,34,a,,,M-34 a
54,15,0,M-34 A bis M-34 a bis,M-34 A bis M-34 a bis,412,3221,1199,44,697,M,34,A,,bis,M-34 A bis
54,15,1,M-34 A bis M-34 a bis,M-34 A bis M-34 a bis,412,3221,1199,44,1325,M,34,a,,bis,M-34 a bis
55,8,0,M-35 A M-35 a,M-35 A M-35 a,778,1120,1123,29,1080,M,35,A,,,M-35 A
55,8,1,M-35 A M-35 a,M-35 A M-35 a,778,1120,1123,29,1641,M,35,a,,,M-35 a
55,13,0,M-36 A M368,M-36 A M368,776,2185,1132,39,1136,M,36,A,,,M-36 A
55,19,0,M-37 A M-37 a,M-37 A M-37 a,751,3236,1188,27,1070,M,37,A,,,M-37 A
55,19,1,M-37 A M-37 a,M-37 A M-37 a,751,3236,1188,27,1664,M,37,a,,,M-37 a
56,6,0,M-38 A M-38 a,M-38 A M-38 a,446,1044,1137,34,752,M,38,A,,,M-38 A
56,6,1,M-38 A M-38 a,M-38 A M-38 a,446,1044,1137,34,1320,M,38,a,,,M-38 a
56,11,0,M-39. A M30 a |,M-39. A M30 a |,440,2128,1817,78,682,M,39,,,,M-39
56,15,0,M+ A M-40 9,M+ A M-40 9,449,3201,1123,47,1214,M,40,,,,M-40
57,6,0,M-4t A M-4i a |,M-4t A M-4i a |,797,1094,1481,58,1043,M,4,t,,,M-4 t
57,6,1,M-4t A M-4i a |,M-4t A M-4i a |,797,1094,1481,58,1734,M,4,i,,,M-4 i
57,10,0,M-AZA M-42 4,M-AZA M-42 4,766,2161,1138,30,1572,M,42,,,,M-42
57,12,0,M43 A M-43,M43 A M-43,735,3220,1157,28,1660,M,43,,,,M-43
58,4,0,Mae M-44 w,Mae M-44 w,455,1033,1169,66,1273,M,44,w,,,M-44 w
58,8,0,M-45 A M-45 a,M-45 A M-45 a,444,2129,1177,30,760,M,45,A,,,M-45 A
58,8,1,M-45 A M-45 a,M-45 A M-45 a,444,2129,1177,30,1349,M,45,a,,,M-45 a
58,11,0,M-46 A M-46 a },M-46 A M-46 a },467,3186,1355,80,783,M,46,A,,,M-46 A
58,11,1,M-46 A M-46 a },M-46 A M-46 a },467,3186,1355,80,1415,M,46,a,,,M-46 a
59,5,0,M-47 A M-47 a,M-47 A M-47 a,745,1040,1173,59,1060,M,47,A,,,M-47 A
59,5,1,M-47 A M-47 a,M-47 A M-47 a,745,1040,1173,59,1647,M,47,a,,,M-47 a
59,8,0,MARA M-48 a |,MARA M-48 a |,756,2124,1540,60,1762,M,48,a,,,M-48 a
59,12,0,M-49 A M-49 a,M-49 A M-49 a,750,3231,1219,41,1078,M,49,A,,,M-49 A
59,12,1,M-49 A M-49 a,M-49 A M-49 a,750,3231,1219,41,1687,M,49,a,,,M-49 a
60,5,0,M-50 A =,M-50 A =,458,1039,1207,43,986,M,50,A,,,M-50 A
60,8,0,M-51 A M-SI a,M-51 A M-SI a,520,2160,1103,32,816,M,51,A,,,M-51 A
60,13,0,6 M-52 a |,6 M-52 a |,494,3215,1819,50,1494,M,52,a,,,M-52 a
61,4,0,M-S3 A M-53 a,M-S3 A M-53 a,768,1078,1143,30,1647,M,53,a,,,M-53 a
61,7,0,M-34 A M-54 a,M-34 A M-54 a,780,2196,1123,44,1082,M,34,A,,,M-34 A
61,7,1,M-34 A M-54 a,M-34 A M-54 a,780,2196,1123,44,1643,M,54,a,,,M-54 a
61,9,0,| M-55 A M-55,| M-55 A M-55,93,3236,1827,38,865,M,55,A,,,M-55 A
61,9,1,| M-55 A M-55,| M-55 A M-55,93,3236,1827,38,1638,M,55,,,,M-55
62,4,0,M-56 A,M-56 A,1007,1122,122,43,1068,M,56,A,,,M-56 A
62,12,0,M-36 a M-56 u bis,M-36 a M-56 u bis,545,2201,1094,30,770,M,36,a,,,M-36 a
62,12,1,M-36 a M-56 u bis,M-36 a M-56 u bis,545,2201,1094,30,1317,M,56,u,,bis,M-56 u bis
62,17,0,M-57 A M-57 4,M-57 A M-57 4,507,3232,1127,38,810,M,57,A,,,M-57 A
62,17,1,M-57 A M-57 4,M-57 A M-57 4,507,3232,1127,38,1330,M,57,,,,M-57
63,17,0,M-60 A M-f0) at,M-60 A M-f0) at,764,3243,1163,32,1035,M,60,A,,,M-60 A
64,6,0,M-61 A M-61,M-61 A M-61,502,1072,1101,29,852,M,61,A,,,M-61 A
64,6,1,M-61 A M-61,M-61 A M-61,502,1072,1101,29,1402,M,61,,,,M-61
64,11,0,M-62 A M-62 a,M-62 A M-62 a,509,2167,1124,34,811,M,62,A,,,M-62 A
64,11,1,M-62 A M-62 a,M-62 A M-62 a,509,2167,1124,34,1373,M,62,a,,,M-62 a
64,15,0,M-63 A M-63 a,M-63 A M-63 a,500,3223,1127,41,803,M,63,A,,,M-63 A
64,15,1,M-63 A M-63 a,M-63 A M-63 a,500,3223,1127,41,1366,M,63,a,,,M-63 a
65,6,0,mame M-65 a,mame M-65 a,755,2137,1145,51,1587,M,65,a,,,M-65 a
65,8,0,M-ht A M-66 4,M-ht A M-66 4,757,3239,1165,34,1608,M,66,,,,M-66
66,3,0,| M-67 A M-67 a,| M-67 A M-67 a,135,1005,1499,57,684,M,67,A,,,M-67 A
66,3,1,| M-67 A M-67 a,| M-67 A M-67 a,135,1005,1499,57,1334,M,67,a,,,M-67 a
66,7,0,M-68 A M-68 a,M-68 A M-68 a,518,2106,1122,34,820,M,68,A,,,M-68 A
66,7,1,M-68 A M-68 a,M-68 A M-68 a,518,2106,1122,34,1381,M,68,a,,,M-68 a
66,15,0,M-69 A M-69 4,M-69 A M-69 4,523,3198,1117,42,823,M,69,A,,,M-69 A
66,15,1,M-69 A M-69 4,M-69 A M-69 4,523,3198,1117,42,1339,M,69,,,,M-69
67,6,0,M-70 A M-70) a,M-70 A M-70) a,748,994,1170,37,1040,M,70,A,,,M-70 A
67,6,1,M-70 A M-70) a,M-70 A M-70) a,748,994,1170,37,1500,M,70,,,,M-70
67,8,0,M-71.A M-71 a,M-71.A M-71 a,734,1851,1189,29,916,M,71,,,,M-71
67,8,1,M-71.A M-71 a,M-71.A M-71 a,734,1851,1189,29,1648,M,71,a,,,M-71 a
67,14,0,M-72 A M-72 a,M-72 A M-72 a,775,2725,1136,34,1080,M,72,A,,,M-72 A
67,14,1,M-72 A M-72 a,M-72 A M-72 a,775,2725,1136,34,1648,M,72,a,,,M-72 a
67,16,0,Da M-72 ¢,Da M-72 ¢,659,3117,727,56,1103,M,72,,,,M-72
67,17,0,| M-72 B M-72 D,| M-72 B M-72 D,84,3216,1788,41,739,M,72,B,,,M-72 B
67,17,1,| M-72 B M-72 D,| M-72 B M-72 D,84,3216,1788,41,1514,M,72,D,,,M-72 D
68,5,0,M-7T3 A M-73 a,M-7T3 A M-73 a,536,1040,1139,29,698,M,7,T,,,M-7 T
68,5,1,M-7T3 A M-73 a,M-7T3 A M-73 a,536,1040,1139,29,1430,M,73,a,,,M-73 a
68,8,0,M-74 A,M-74 A,1047,2147,118,28,1106,M,74,A,,,M-74 A
68,12,0,M-74a M-74 a bis,M-74a M-74 a bis,563,3206,1125,36,773,M,74,a,,,M-74 a
68,12,1,M-74a M-74 a bis,M-74a M-74 a bis,563,3206,1125,36,1336,M,74,a,,bis,M-74 a bis
69,3,0,wie M-75 a,wie M-75 a,579,1069,1191,53,1412,M,75,a,,,M-75 a
69,6,0,M-76A M-76 a,M-76A M-76 a,741,1691,875,28,959,M,76,A,,,M-76 A
69,6,1,M-76A M-76 a,M-76A M-76 a,741,1691,875,28,1397,M,76,a,,,M-76 a
69,11,0,M-77. A M-78 A M-79 A |,M-77. A M-78 A M-79 A |,379,2446,1887,75,543,M,77,,,,M-77
69,11,1,M-77. A M-78 A M-79 A |,M-77. A M-78 A M-79 A |,379,2446,1887,75,1322,M,78,A,,,M-78 A
69,11,2,M-77. A M-78 A M-79 A |,M-77. A M-78 A M-79 A |,379,2446,1887,75,1896,M,79,A,,,M-79 A
69,14,0,M-77 a M-78 a M-79 a,M-77 a M-78 a M-79 a,377,3210,1605,38,657,M,77,a,,,M-77 a
69,14,1,M-77 a M-78 a M-79 a,M-77 a M-78 a M-79 a,377,3210,1605,38,1219,M,78,a,,,M-78 a
69,14,2,M-77 a M-78 a M-79 a,M-77 a M-78 a M-79 a,377,3210,1605,38,1741,M,79,a,,,M-79 a
71,2,0,M-84 A M-85 A ve 4 ioe J: :,M-84 A M-85 A ve 4 ioe J: :,354,770,1861,127,595,M,84,A,,,M-84 A
71,2,1,M-84 A M-85 A ve 4 ioe J: :,M-84 A M-85 A ve 4 ioe J: :,354,770,1861,127,1077,M,85,A,,,M-85 A
71,3,0,M-86 A,M-86 A,1846,922,125,55,1908,M,86,A,,,M-86 A
71,8,0,M-84 a M-85 3 ’ er ~ o,M-84 a M-85 3 ’ er ~ o,358,1602,1884,44,657,M,84,a,,,M-84 a
71,8,1,M-84 a M-85 3 ’ er ~ o,M-84 a M-85 3 ’ er ~ o,358,1602,1884,44,1171,M,85,,,,M-85
71,13,0,M-87 A M-88 A,M-87 A M-88 A,704,2470,1304,37,1055,M,87,A,,,M-87 A
71,13,1,M-87 A M-88 A,M-87 A M-88 A,704,2470,1304,37,1707,M,88,A,,,M-88 A
71,16,0,M-87 a M-S7 a bis M-S8 a,M-87 a M-S7 a bis M-S8 a,355,3208,1628,30,592,M,87,a,,,M-87 a
72,3,0,M-89 A k- M-91 A,M-89 A k- M-91 A,402,787,1661,62,765,M,89,A,,,M-89 A
72,3,1,M-89 A k- M-91 A,M-89 A k- M-91 A,402,787,1661,62,1751,M,91,A,,,M-91 A
72,4,0,M-89 4 : on M91 3,M-89 4 : on M91 3,401,1534,1654,90,644,M,89,,,,M-89
72,6,0,M-92 A M-93 A M-94 A,M-92 A M-93 A M-94 A,388,2383,1643,50,675,M,92,A,,,M-92 A
72,6,1,M-92 A M-93 A M-94 A,M-92 A M-93 A M-94 A,388,2383,1643,50,1250,M,93,A,,,M-93 A
72,6,2,M-92 A M-93 A M-94 A,M-92 A M-93 A M-94 A,388,2383,1643,50,1784,M,94,A,,,M-94 A
72,9,0,"M-02 w M-03 so : ,","M-02 w M-03 so : ,",384,3141,1675,105,709,M,2,w,,,M-2 w
72,9,1,"M-02 w M-03 so : ,","M-02 w M-03 so : ,",384,3141,1675,105,1314,M,3,s,,,M-3 s
73,2,0,M-95 A M-96 A |,M-95 A M-96 A |,736,837,1544,79,1096,M,95,A,,,M-95 A
73,2,1,M-95 A M-96 A |,M-95 A M-96 A |,736,837,1544,79,1816,M,96,A,,,M-96 A
73,8,0,M-95 a M-95 a bis M-96 a,M-95 a M-95 a bis M-96 a,386,1639,1601,28,619,M,95,a,,,M-95 a
73,8,1,M-95 a M-95 a bis M-96 a,M-95 a M-95 a bis M-96 a,386,1639,1601,28,1186,M,95,a,,bis,M-95 a bis
73,8,2,M-95 a M-95 a bis M-96 a,M-95 a M-95 a bis M-96 a,386,1639,1601,28,1786,M,96,a,,,M-96 a
73,13,0,M-97 A M-98 A M-99 A,M-97 A M-98 A M-99 A,359,2437,1612,30,641,M,97,A,,,M-97 A
73,13,1,M-97 A M-98 A M-99 A,M-97 A M-98 A M-99 A,359,2437,1612,30,1205,M,98,A,,,M-98 A
73,13,2,M-97 A M-98 A M-99 A,M-97 A M-98 A M-99 A,359,2437,1612,30,1729,M,99,A,,,M-99 A
73,18,0,M-97 a M-98 a M-99 a,M-97 a M-98 a M-99 a,349,3200,1645,30,636,M,97,a,,,M-97 a
73,18,1,M-97 a M-98 a M-99 a,M-97 a M-98 a M-99 a,349,3200,1645,30,1212,M,98,a,,,M-98 a
73,18,2,M-97 a M-98 a M-99 a,M-97 a M-98 a M-99 a,349,3200,1645,30,1747,M,99,a,,,M-99 a
74,6,0,M-100 A M-l10L A M-102 A,M-100 A M-l10L A M-102 A,448,911,1632,35,720,M,100,A,,,M-100 A
74,6,1,M-100 A M-l10L A M-102 A,M-100 A M-l10L A M-102 A,448,911,1632,35,1842,M,102,A,,,M-102 A
74,9,0,—— + a iF / A+) ee Fa > ih M-102 a,-- + a iF / A+) ee Fa > ih M-102 a,243,1550,1832,95,1886,M,102,a,,,M-102 a
74,10,0,M-100 a M-101 a,M-100 a M-101 a,452,1678,871,27,684,M,100,a,,,M-100 a
74,10,1,M-100 a M-101 a,M-100 a M-101 a,452,1678,871,27,1119,M,101,a,,,M-101 a
74,12,0,- mi A 7 » M-104 A ~—,- mi A 7 » M-104 A ~-,224,2381,1693,98,1433,M,104,A,,,M-104 A
74,14,0,wee M-104 a M- 14 bis,wee M-104 a M- 14 bis,443,3200,1576,57,1043,M,104,a,,,M-104 a
74,14,1,wee M-104 a M- 14 bis,wee M-104 a M- 14 bis,443,3200,1576,57,1606,M,14,b,,,M-14 b
75,5,0,| METOS A we A M-107.A,| METOS A we A M-107.A,90,885,1900,65,1601,M,107,,,,M-107
75,9,0,M-105 a M-106 a M-107 a,M-105 a M-106 a M-107 a,407,1721,1569,33,679,M,105,a,,,M-105 a
75,9,1,M-105 a M-106 a M-107 a,M-105 a M-106 a M-107 a,407,1721,1569,33,1225,M,106,a,,,M-106 a
75,9,2,M-105 a M-106 a M-107 a,M-105 a M-106 a M-107 a,407,1721,1569,33,1737,M,107,a,,,M-107 a
75,14,0,M-108 A M-109 A M-10A,M-108 A M-109 A M-10A,348,2462,1675,34,667,M,108,A,,,M-108 A
75,14,1,M-108 A M-109 A M-10A,M-108 A M-109 A M-10A,348,2462,1675,34,1305,M,109,A,,,M-109 A
75,14,2,M-108 A M-109 A M-10A,M-108 A M-109 A M-10A,348,2462,1675,34,1823,M,10,A,,,M-10 A
75,17,0,M-108 a M-109 a M-110 a,M-108 a M-109 a M-110 a,353,3181,1666,62,642,M,108,a,,,M-108 a
75,17,1,M-108 a M-109 a M-110 a,M-108 a M-109 a M-110 a,353,3181,1666,62,1222,M,109,a,,,M-109 a
75,17,2,M-108 a M-109 a M-110 a,M-108 a M-109 a M-110 a,353,3181,1666,62,1765,M,110,a,,,M-110 a
76,4,0,a —- ee M-113. A |,a -- ee M-113. A |,468,833,1858,90,1551,M,113,,,,M-113
76,8,0,vee = yr i Fey ; M-113 9,vee = yr i Fey ; M-113 9,187,1591,1843,80,1722,M,113,,,,M-113
76,12,0,M-11d A M-1I5 A M-116 A,M-11d A M-1I5 A M-116 A,402,2413,1598,74,610,M,11,d,,,M-11 d
76,12,1,M-11d A M-1I5 A M-116 A,M-11d A M-1I5 A M-116 A,402,2413,1598,74,1096,M,1,I,,,M-1 I
76,12,2,M-11d A M-1I5 A M-116 A,M-11d A M-1I5 A M-116 A,402,2413,1598,74,1756,M,116,A,,,M-116 A
77,6,0,M-120 a M-121 a = see at,M-120 a M-121 a = see at,443,3116,1560,136,703,M,120,a,,,M-120 a
77,6,1,M-120 a M-121 a = see at,M-120 a M-121 a = see at,443,3116,1560,136,1223,M,121,a,,,M-121 a
78,6,0,sia M-124.A M-125 A,sia M-124.A M-125 A,431,918,1599,62,978,M,124,,,,M-124
78,6,1,sia M-124.A M-125 A,sia M-124.A M-125 A,431,918,1599,62,1735,M,125,A,,,M-125 A
78,10,0,M-123 0 M-124 a M-124 B,M-123 0 M-124 a M-124 B,380,1774,1652,32,595,M,123,,,,M-123
78,10,1,M-123 0 M-124 a M-124 B,M-123 0 M-124 a M-124 B,380,1774,1652,32,1241,M,124,a,,,M-124 a
78,10,2,M-123 0 M-124 a M-124 B,M-123 0 M-124 a M-124 B,380,1774,1652,32,1780,M,124,B,,,M-124 B
78,13,0,M-126 A M-127 A M-127 A bis |,M-126 A M-127 A M-127 A bis |,369,2472,1945,63,637,M,126,A,,,M-126 A
78,13,1,M-126 A M-127 A M-127 A bis |,M-126 A M-127 A M-127 A bis |,369,2472,1945,63,1173,M,127,A,,,M-127 A
78,13,2,M-126 A M-127 A M-127 A bis |,M-126 A M-127 A M-127 A bis |,369,2472,1945,63,1810,M,127,A,,bis,M-127 A bis
78,17,0,M-126 4 M-127 a,M-126 4 M-127 a,382,3206,1283,42,638,M,126,,,,M-126
78,17,1,M-126 4 M-127 a,M-126 4 M-127 a,382,3206,1283,42,1365,M,127,a,,,M-127 a
79,5,0,M-128 A M-129 A Le — +,M-128 A M-129 A Le - +,343,826,1893,66,687,M,128,A,,,M-128 A
79,5,1,M-128 A M-129 A Le — +,M-128 A M-129 A Le - +,343,826,1893,66,1375,M,129,A,,,M-129 A
79,13,0,M-128 a M-129 a M-130 a,M-128 a M-129 a M-130 a,350,1692,1624,42,632,M,128,a,,,M-128 a
79,13,1,M-128 a M-129 a M-130 a,M-128 a M-129 a M-130 a,350,1692,1624,42,1197,M,129,a,,,M-129 a
79,13,2,M-128 a M-129 a M-130 a,M-128 a M-129 a M-130 a,350,1692,1624,42,1726,M,130,a,,,M-130 a
79,19,0,M-I31 a M-132 a M-133 a,M-I31 a M-132 a M-133 a,388,3203,1600,42,1222,M,132,a,,,M-132 a
79,19,1,M-I31 a M-132 a M-133 a,M-I31 a M-132 a M-133 a,388,3203,1600,42,1744,M,133,a,,,M-133 a
80,4,0,M-134 A M-135 A,M-134 A M-135 A,414,896,1237,34,743,M,134,A,,,M-134 A
80,4,1,M-134 A M-135 A,M-134 A M-135 A,414,896,1237,34,1362,M,135,A,,,M-135 A
80,8,0,M-134 a M-135 a M-135 a bis,M-134 a M-135 a M-135 a bis,427,1626,1624,50,667,M,134,a,,,M-134 a
80,8,1,M-134 a M-135 a M-135 a bis,M-134 a M-135 a M-135 a bis,427,1626,1624,50,1148,M,135,a,,,M-135 a
80,8,2,M-134 a M-135 a M-135 a bis,M-134 a M-135 a M-135 a bis,427,1626,1624,50,1720,M,135,a,,bis,M-135 a bis
80,12,0,cia M-137 A M-138 A |,cia M-137 A M-138 A |,179,2410,2128,72,989,M,137,A,,,M-137 A
80,12,1,cia M-137 A M-138 A |,cia M-137 A M-138 A |,179,2410,2128,72,1800,M,138,A,,,M-138 A
80,17,0,M-136 it M-137 a M-138 a |,M-136 it M-137 a M-138 a |,432,3190,1872,58,684,M,136,i,,,M-136 i
80,17,1,M-136 it M-137 a M-138 a |,M-136 it M-137 a M-138 a |,432,3190,1872,58,1368,M,137,a,,,M-137 a
80,17,2,M-136 it M-137 a M-138 a |,M-136 it M-137 a M-138 a |,432,3190,1872,58,1944,M,138,a,,,M-138 a
81,2,0,| M-139 A M-140 A 1G ee PS,| M-139 A M-140 A 1G ee PS,81,754,2085,85,562,M,139,A,,,M-139 A
81,2,1,| M-139 A M-140 A 1G ee PS,| M-139 A M-140 A 1G ee PS,81,754,2085,85,1203,M,140,A,,,M-140 A
81,3,0,M-141 A |,M-141 A |,1855,888,421,71,2042,M,141,A,,,M-141 A
81,9,0,wird M-140 a ; a ea i,wird M-140 a ; a ea i,329,1541,1800,100,1100,M,140,a,,,M-140 a
81,10,0,M-141 a,M-141 a,1848,1648,130,64,1913,M,141,a,,,M-141 a
81,13,0,M-142 A M-143 A M-144.A,M-142 A M-143 A M-144.A,333,2434,1656,37,621,M,142,A,,,M-142 A
81,13,1,M-142 A M-143 A M-144.A,M-142 A M-143 A M-144.A,333,2434,1656,37,1197,M,143,A,,,M-143 A
81,13,2,M-142 A M-143 A M-144.A,M-142 A M-143 A M-144.A,333,2434,1656,37,1665,M,144,,,,M-144
81,15,0,M-142 a M-143 a M-144 a |,M-142 a M-143 a M-144 a |,338,3198,1944,40,649,M,142,a,,,M-142 a
